id,method,layout,inflow,intersection,outflow_type_1,outflow_type_2,outflow_type_3,outflow_others,outflow_all,phase_type_1,phase_type_2,phase_type_3,phase_others,phase_all,outflow_rate_type_1,outflow_rate_type_2,outflow_rate_type_3,outflow_rate_others,outflow_rate_all
124,Proposed DRL,7-4-1,main-minor,5,117.0,85.0,174.0,,376.0,0.044444444444444446,0.03388888888888889,0.06111111111111111,0.0,0.13944444444444445,0.73125,0.6967213114754098,0.7909090909090909,,0.749003984063745
125,Proposed DRL,7-4-1,main-minor,6,43.0,151.0,159.0,9.0,362.0,0.02,0.05555555555555555,0.058333333333333334,0.005555555555555556,0.13944444444444445,0.5972222222222222,0.755,0.7571428571428571,0.45,0.7211155378486056
126,Proposed DRL,7-4-1,main-minor,7,135.0,0.0,183.0,10.0,328.0,0.05611111111111111,0.002777777777777778,0.075,0.005555555555555556,0.13944444444444445,0.6683168316831684,0.0,0.6777777777777778,0.5,0.6533864541832669
127,Proposed DRL,7-4-1-sb,balanced_500,1,80.0,92.0,81.0,16.0,269.0,0.03888888888888889,0.044444444444444446,0.04777777777777778,0.008333333333333333,0.13944444444444445,0.5714285714285714,0.575,0.47093023255813954,0.5333333333333333,0.5358565737051793
128,Proposed DRL,7-4-1-sb,balanced_500,2,55.0,49.0,87.0,75.0,266.0,0.028333333333333332,0.025,0.044444444444444446,0.041666666666666664,0.13944444444444445,0.5392156862745098,0.5444444444444444,0.54375,0.5,0.5298804780876494
129,Proposed DRL,7-4-1-sb,balanced_500,3,123.0,27.0,85.0,4.0,239.0,0.07222222222222222,0.019444444444444445,0.045,0.002777777777777778,0.13944444444444445,0.47307692307692306,0.38571428571428573,0.5246913580246914,0.4,0.4760956175298805
130,Proposed DRL,7-4-1-sb,balanced_500,4,37.0,92.0,116.0,8.0,253.0,0.025,0.050555555555555555,0.058333333333333334,0.005555555555555556,0.13944444444444445,0.4111111111111111,0.5054945054945055,0.5523809523809524,0.4,0.5039840637450199
131,Proposed DRL,7-4-1-sb,balanced_500,5,103.0,79.0,99.0,,281.0,0.05,0.041666666666666664,0.04777777777777778,0.0,0.13944444444444445,0.5722222222222222,0.5266666666666666,0.5755813953488372,,0.5597609561752988
132,Proposed DRL,7-4-1-sb,balanced_500,6,15.0,67.0,119.0,61.0,262.0,0.008333333333333333,0.03888888888888889,0.058333333333333334,0.03388888888888889,0.13944444444444445,0.5,0.4785714285714286,0.5666666666666667,0.5,0.5219123505976095
133,Proposed DRL,7-4-1-sb,balanced_500,7,92.0,4.0,103.0,27.0,226.0,0.05333333333333334,0.005555555555555556,0.06111111111111111,0.019444444444444445,0.13944444444444445,0.4791666666666667,0.2,0.4681818181818182,0.38571428571428573,0.450199203187251
134,Proposed DRL,7-4-1-sb,balanced_600,1,98.0,58.0,164.0,,320.0,0.041666666666666664,0.022222222222222223,0.07555555555555556,0.0,0.13944444444444445,0.6533333333333333,0.725,0.6029411764705882,,0.6374501992031872
135,Proposed DRL,7-4-1-sb,balanced_600,2,58.0,78.0,94.0,91.0,321.0,0.025,0.03388888888888889,0.03611111111111111,0.044444444444444446,0.13944444444444445,0.6444444444444445,0.639344262295082,0.7230769230769231,0.56875,0.6394422310756972
136,Proposed DRL,7-4-1-sb,balanced_600,3,160.0,34.0,103.0,,297.0,0.07555555555555556,0.016666666666666666,0.04722222222222222,0.0,0.13944444444444445,0.5882352941176471,0.5666666666666667,0.6058823529411764,,0.5916334661354582
137,Proposed DRL,7-4-1-sb,balanced_600,4,51.0,133.0,117.0,9.0,310.0,0.025,0.05333333333333334,0.058333333333333334,0.002777777777777778,0.13944444444444445,0.5666666666666667,0.6927083333333334,0.5571428571428572,0.9,0.6175298804780877
138,Proposed DRL,7-4-1-sb,balanced_600,5,111.0,98.0,126.0,,335.0,0.045,0.041666666666666664,0.05277777777777778,0.0,0.13944444444444445,0.6851851851851852,0.6533333333333333,0.6631578947368421,,0.6673306772908366
139,Proposed DRL,7-4-1-sb,balanced_600,6,27.0,125.0,126.0,39.0,317.0,0.013888888888888888,0.05333333333333334,0.05277777777777778,0.019444444444444445,0.13944444444444445,0.54,0.6510416666666666,0.6631578947368421,0.5571428571428572,0.6314741035856574
140,Proposed DRL,7-4-1-sb,balanced_600,7,134.0,7.0,117.0,21.0,279.0,0.058888888888888886,0.002777777777777778,0.06388888888888888,0.013888888888888888,0.13944444444444445,0.6320754716981132,0.7,0.508695652173913,0.42,0.5557768924302788
141,Proposed DRL,7-4-1-sb,balanced_700,1,109.0,89.0,161.0,7.0,366.0,0.042222222222222223,0.027777777777777776,0.06666666666666667,0.002777777777777778,0.13944444444444445,0.7171052631578947,0.89,0.6708333333333333,0.7,0.7290836653386454
142,Proposed DRL,7-4-1-sb,balanced_700,2,118.0,69.0,136.0,55.0,378.0,0.04777777777777778,0.025,0.044444444444444446,0.022222222222222223,0.13944444444444445,0.686046511627907,0.7666666666666667,0.85,0.6875,0.7529880478087649
143,Proposed DRL,7-4-1-sb,balanced_700,3,210.0,45.0,82.0,,337.0,0.08611111111111111,0.019444444444444445,0.03388888888888889,0.0,0.13944444444444445,0.6774193548387096,0.6428571428571429,0.6721311475409836,,0.6713147410358565
144,Proposed DRL,7-4-1-sb,balanced_700,4,67.0,156.0,133.0,,356.0,0.027777777777777776,0.05333333333333334,0.058333333333333334,0.0,0.13944444444444445,0.67,0.8125,0.6333333333333333,,0.7091633466135459
145,Proposed DRL,7-4-1-sb,balanced_700,5,108.0,110.0,148.0,,366.0,0.044444444444444446,0.042222222222222223,0.05277777777777778,0.0,0.13944444444444445,0.675,0.7236842105263158,0.7789473684210526,,0.7290836653386454
146,Proposed DRL,7-4-1-sb,balanced_700,6,37.0,172.0,129.0,22.0,360.0,0.016666666666666666,0.058333333333333334,0.05333333333333334,0.011111111111111112,0.13944444444444445,0.6166666666666667,0.819047619047619,0.671875,0.55,0.7171314741035857
147,Proposed DRL,7-4-1-sb,balanced_700,7,206.0,24.0,84.0,13.0,327.0,0.08611111111111111,0.008333333333333333,0.03666666666666667,0.008333333333333333,0.13944444444444445,0.6645161290322581,0.8,0.6363636363636364,0.43333333333333335,0.651394422310757
148,Proposed DRL,7-4-1-sb,balanced_800,1,168.0,75.0,129.0,5.0,377.0,0.06111111111111111,0.025,0.050555555555555555,0.002777777777777778,0.13944444444444445,0.7636363636363637,0.8333333333333334,0.7087912087912088,0.5,0.750996015936255
149,Proposed DRL,7-4-1-sb,balanced_800,2,155.0,96.0,115.0,37.0,403.0,0.05333333333333334,0.030555555555555555,0.041666666666666664,0.013888888888888888,0.13944444444444445,0.8072916666666666,0.8727272727272727,0.7666666666666667,0.74,0.8027888446215139
150,Proposed DRL,7-4-1-sb,balanced_800,3,202.0,26.0,138.0,7.0,373.0,0.07277777777777777,0.011111111111111112,0.05277777777777778,0.002777777777777778,0.13944444444444445,0.7709923664122137,0.65,0.7263157894736842,0.7,0.7430278884462151
151,Proposed DRL,7-4-1-sb,balanced_800,4,69.0,173.0,127.0,,369.0,0.027777777777777776,0.058333333333333334,0.05333333333333334,0.0,0.13944444444444445,0.69,0.8238095238095238,0.6614583333333334,,0.7350597609561753
152,Proposed DRL,7-4-1-sb,balanced_800,5,89.0,66.0,214.0,,369.0,0.03333333333333333,0.025,0.0811111111111111,0.0,0.13944444444444445,0.7416666666666667,0.7333333333333333,0.7328767123287672,,0.7350597609561753
153,Proposed DRL,7-4-1-sb,balanced_800,6,55.0,158.0,167.0,21.0,401.0,0.022222222222222223,0.04777777777777778,0.06111111111111111,0.008333333333333333,0.13944444444444445,0.6875,0.9186046511627907,0.759090909090909,0.7,0.798804780876494
154,Proposed DRL,7-4-1-sb,balanced_800,7,229.0,17.0,109.0,18.0,373.0,0.08888888888888889,0.005555555555555556,0.03666666666666667,0.008333333333333333,0.13944444444444445,0.715625,0.85,0.8257575757575758,0.6,0.7430278884462151
155,Proposed DRL,7-4-1-sb,unbalanced,1,133.0,69.0,172.0,,374.0,0.05277777777777778,0.025,0.06166666666666667,0.0,0.13944444444444445,0.7,0.7666666666666667,0.7747747747747747,,0.7450199203187251
156,Proposed DRL,7-4-1-sb,unbalanced,2,108.0,64.0,120.0,61.0,353.0,0.04722222222222222,0.022222222222222223,0.045,0.025,0.13944444444444445,0.6352941176470588,0.8,0.7407407407407407,0.6777777777777778,0.703187250996016
157,Proposed DRL,7-4-1-sb,unbalanced,3,164.0,19.0,134.0,4.0,321.0,0.07,0.011111111111111112,0.05555555555555555,0.002777777777777778,0.13944444444444445,0.6507936507936508,0.475,0.67,0.4,0.6394422310756972
158,Proposed DRL,7-4-1-sb,unbalanced,4,41.0,122.0,169.0,7.0,339.0,0.019444444444444445,0.045,0.07222222222222222,0.002777777777777778,0.13944444444444445,0.5857142857142857,0.7530864197530864,0.65,0.7,0.6752988047808764
159,Proposed DRL,7-4-1-sb,unbalanced,5,67.0,46.0,241.0,,354.0,0.027777777777777776,0.019444444444444445,0.09222222222222222,0.0,0.13944444444444445,0.67,0.6571428571428571,0.7259036144578314,,0.7051792828685259
160,Proposed DRL,7-4-1-sb,unbalanced,6,31.0,136.0,174.0,26.0,367.0,0.014444444444444444,0.044444444444444446,0.06944444444444445,0.011111111111111112,0.13944444444444445,0.5961538461538461,0.85,0.696,0.65,0.7310756972111554
161,Proposed DRL,7-4-1-sb,unbalanced,7,178.0,18.0,115.0,4.0,315.0,0.07277777777777777,0.008333333333333333,0.05277777777777778,0.005555555555555556,0.13944444444444445,0.6793893129770993,0.6,0.6052631578947368,0.2,0.6274900398406374
162,Proposed DRL,7-4-1-sb,main-minor,1,143.0,95.0,134.0,,372.0,0.05555555555555555,0.027777777777777776,0.05611111111111111,0.0,0.13944444444444445,0.715,0.95,0.6633663366336634,,0.7410358565737052
163,Proposed DRL,7-4-1-sb,main-minor,2,119.0,53.0,174.0,30.0,376.0,0.045,0.019444444444444445,0.06111111111111111,0.013888888888888888,0.13944444444444445,0.7345679012345679,0.7571428571428571,0.7909090909090909,0.6,0.749003984063745
164,Proposed DRL,7-4-1-sb,main-minor,3,192.0,28.0,115.0,,335.0,0.07555555555555556,0.013888888888888888,0.05,0.0,0.13944444444444445,0.7058823529411765,0.56,0.6388888888888888,,0.6673306772908366
165,Proposed DRL,7-4-1-sb,main-minor,4,61.0,165.0,125.0,,351.0,0.025555555555555557,0.06111111111111111,0.05277777777777778,0.0,0.13944444444444445,0.6630434782608695,0.75,0.6578947368421053,,0.6992031872509961
166,Proposed DRL,7-4-1-sb,main-minor,5,139.0,120.0,109.0,,368.0,0.05277777777777778,0.044444444444444446,0.042222222222222223,0.0,0.13944444444444445,0.7315789473684211,0.75,0.7171052631578947,,0.7330677290836654
167,Proposed DRL,7-4-1-sb,main-minor,6,46.0,147.0,149.0,17.0,359.0,0.022222222222222223,0.05277777777777778,0.05333333333333334,0.011111111111111112,0.13944444444444445,0.575,0.7736842105263158,0.7760416666666666,0.425,0.7151394422310757
168,Proposed DRL,7-4-1-sb,main-minor,7,175.0,14.0,133.0,4.0,326.0,0.06722222222222222,0.005555555555555556,0.06111111111111111,0.005555555555555556,0.13944444444444445,0.7231404958677686,0.7,0.6045454545454545,0.2,0.649402390438247
